aabq	傲岸不羣
brxq	不容小覷
bryu	不容有失
bryx	白日衣繡
brvb	不容置辯
brzd	不忍卒讀
brzm	白日做夢
bubc	變生不測
bube	褒善貶惡
bsbh	半死不活\t不死不活
bsbj	百思不解
bubl	百試百靈\t不衫不履
bubm	白首北面\t百世不磨\t不生不滅
bubn	把屎把尿
bubs	半身不遂
bubu	半生不熟\t不勝杯杓
bsbs	不三不四
bubx	不聲不響\t不上不下
bsbx	不死不休
bubz	比上不足
bubv	不識不知
buih	拔山超海
buij	百舍重繭
buix	杯水車薪
bsiv	把素持齋
budd	板上釘釘
budt	不識大體\t博識多通
budw	拔十得五
bueh	不說二話
bufd	不守婦道
buft	博碩肥腯
bufy	飽受非議
bugc	不失圭撮
bugd	拔山扛鼎\t不識高低
bugu	拔山蓋世
buhi	班師回朝
buhd	不識好歹
bshg	不思悔改
buhl	不失毫釐
buhu	白山黑水\t百身何贖\t拔樹撼山
buja	備受煎熬
bujd	拔山舉鼎
bujl	不勝酒力
bsjq	不思進取
bujs	避世絕俗
bujx	避實擊虛\t白水鑑心\t避實就虛
bujv	博施濟衆
bskb	白色恐怖
bukg	白首空歸
bukh	寶山空回
bukl	百事可樂
bull	不甚了了
bsln	巴塞羅那
bslp	豹死留皮
bulu	逼上梁山
bsls	巴三覽四
bumg	不食馬肝
bumj	不勝枚舉
buml	不甚明瞭\t博士買驢
bumu	背山面水\t百身莫贖
bund	八十年代
bunk	冰山難靠
bsny	波斯尼亞
buny	飽食暖衣
buqc	比試切磋
buqf	不勝其煩
buqj	白手起家\t白首窮經
bsqj	筆掃千軍
buql	背山起樓
bsqq	百歲千秋
buqr	不勝其任
buqx	冰釋前嫌
burx	不勝榮幸
busg	拔樹搜根
buuj	不失時機
bsum	北叟失馬
buuu	巴山蜀水\t跋山涉水
buuw	不識時務\t百獸率舞\t拔十失五
butj	不識抬舉
butu	不識泰山
bsvk	不速之客
buwm	榜上無名
buwt	不是問題
buwy	必輸無疑
bswy	必死無疑
buxg	拔樹尋根
bsxl	不塞下流
buxq	屏聲息氣
buxw	博士學位
buxv	白首相知
buyb	不說也罷
buyd	不識一丁
buyg	不是一個
buyj	冰山一角
buym	榜上有名
bsyr	變色易容
buyy	敗事有餘\t巴山夜雨
buyv	背水一戰\t別樹一幟
buvd	不食之地
buvg	不賞之功\t不世之功
buzj	搬石砸腳
buvm	備受矚目
buvr	飽食終日
buvu	百舌之聲
buvs	不食周粟
buzw	阪上走丸
buvw	不識之無
buvx	不時之需\t白首之心
buzx	伴食宰相
bsvy	變色之言
buvy	變生肘腋\t不捨晝夜
btaq	不太安全
btbj	半推半就
btbk	不吐不快
btbn	笨頭笨腦
btbr	不吐不茹
btbt	拜託拜託\t半吞半吐\t冰炭不投
btby	不痛不癢\t冰炭不言
btid	不同程度
btdj	八抬大轎
btdk	抱頭大哭
btdl	白頭到老
btdr	不同的人
btdu	不停的說
btef	半途而廢
btfb	不太方便
btfj	不退反進
btfs	不同凡俗
btfx	不同凡響
btfy	標同伐異
btgf	別太過分
btgx	不太高興
bthb	不太好吧
bthk	不太好看
bthl	冰糖葫蘆
bthy	白天黑夜\t豹頭環眼
btjj	博通經籍
btjl	不太吉利
btjp	拔腿就跑
btkh	不太看好
btkn	不太可能
btli	抱頭亂串
btlj	不太瞭解
btlr	巴吞魯日
btlu	遍體鱗傷
btls	不同流俗
btlx	不太理想
btmb	不太明白
btmr	悲天憫人
btmx	不太明顯
btmy	不太滿意\t本同末異
btqi	不太清楚
btql	不通情理
btqn	抱團取暖
btrl	暴跳如雷
btrq	不通人情
btru	不太認識
btrt	不太認同
btrx	白頭如新
btuc	抱頭鼠竄
btuf	不太舒服
btuh	遍體生寒\t不通水火
btux	不太熟悉
bttk	抱頭痛哭
bttn	巴頭探腦
bttw	暴殄天物
btvi	不同之處\t逋逃之臣
btvj	不同政見
btwl	別太晚了
btxi	不同尋常
btxd	冰天雪地
btxg	不太習慣
btxh	不太喜歡
btxl	白頭偕老
btxu	白頭相守
btxy	波濤洶湧\t冰天雪窯
btyb	不提也罷
btyj	悲痛欲絕
btyr	補天浴日
btyy	不太一樣
btzi	不太贊成
btvd	補天柱地
btvy	不腆之儀
btvz	不祧之祖
bvbb	包治百病\t不置褒貶
bvbd	百戰不殆
bvbh	百折不回
bvbj	不知不覺\t不着邊際
bvbk	不折不扣
bvbl	保質保量
bvbn	百折不撓
bvbu	百戰百勝
bvby	半遮半掩\t卜晝卜夜
bvdl	不知道了
bveu	不戰而勝
bvfj	不知凡幾
bvgd	不知高低
bvgz	本職工作
bvhd	不知好歹
bvhg	不知悔改
bvhj	不着痕跡
bvhx	屏住呼吸
bvhz	白紙黑字
bvil	不支持了
bvjh	賓主盡歡
bvjl	不知就裏
bvjq	避重就輕
bvjt	不知進退
bvjw	不追既往
bvkf	不置可否
bvli	不知廉恥
bvlu	不斬來使
bvmt	彼之蜜糖
bvpu	彼之砒霜
bvqe	不知其二
bvqh	百轉千回
bvqv	不知輕重
bvqx	不知去向\t不知其詳
bvrg	賓至如歸
bvrw	不知肉味
bvsc	不知所措
bvsh	不知死活
bvsv	不知所終
bvsw	不知所謂
bvsy	不知所云\t不知所以
bvsz	不知所蹤
bvuq	不知深淺
bvus	不知生死
bvvd	必爭之地
bvvf	不正之風
bvvj	伯仲之間
bvvv	不治之症
bvwh	不知爲何
bvwk	敗者爲寇
bvxi	不知羞恥
bvyb	不至於吧
bvyc	不止一次
bvyg	不止一個\t幣重言甘\t不值一顧
bvyh	秉燭夜話\t不知有漢
bvyj	閉着眼睛
bvyl	報之以李
bvyt	不值一提
bvyu	不值一哂\t八珍玉食
bvyv	白紙一張\t拔幟易幟\t不長一智
bvyw	不值一文
bvyy	秉燭夜遊\t炳燭夜遊
bvzv	敝帚自珍
bwbh	不溫不火
bwbj	霸王別姬
bwbw	不聞不問\t不文不武
bwby	博聞辯言
bwig	抱甕出灌
bwiu	備位充數\t兵無常勢
bwiw	別無長物
bwcx	不枉此行
bwix	不忘初心
bwcv	比物此志
bwdl	不無道理
bwdu	博聞多識
bwev	別無二致
bwey	不惡而嚴
bwfd	別無分店
bwfy	霸王風月
bwgh	不忘溝壑
bwgj	不忘故舊
bwgx	不無關係
bwhl	白往黑來
bwhm	白屋寒門
bwjg	兵微將寡
bwjj	百無禁忌
bwjy	保外就醫
bwkf	比屋可封
bwkm	不務空名
bwkv	不問可知
bwll	百無聊賴
bwmv	百萬買宅
bwnh	不爲牛後
bwnu	不違農時
bwqb	不畏強暴
bwqj	博聞強記
bwqu	不畏權勢
bwqv	博聞強識
bwqw	博物洽聞
bwrv	不爲人知
bwsd	不爲所動
bwsq	別無所求\t八萬四千
bwtf	別無他法
bwtk	霸王條款
bwtn	別無他念
bwtq	別無他求
bwtt	別無他途
bwtw	別無他物
bwvq	比武招親
bwvy	不務正業
bwwa	變危爲安
bwwq	不爲瓦全
bwwy	把玩無厭
bwxb	不無小補
bwxg	薄物細故
bwxu	百萬雄師
bwxz	別無選擇
bwyl	博文約禮
bwyn	百無一能
bwyu	百無一失\t百無一是\t不爲已甚
bwyt	併爲一談
bwyy	百無一用
bwvg	抱蔓摘瓜
bwvh	不舞之鶴
bxaa	白雪皚皚
bxbb	並行不悖
bxbf	不修邊幅
bxbj	半新不舊\t不徐不疾
bxbl	本相畢露
bxbq	補血補氣
bxbt	本鄉本土
bxbx	半信不信
bxby	半信半疑
bxcm	冰雪聰明
bxiu	筆下超生
bxcx	不虛此行
bxdc	博學多才
bxdh	彪形大漢
bxdu	不想多說
bxdw	博學多聞
bxdx	碧血丹心
bxeg	敗興而歸
bxev	不宣而戰
bxgb	不惜工本
bxgd	兵行詭道
bxgh	八仙過海
bxgs	保險公司
bxgv	白雪公主
bxjh	抱薪救火
bxjj	悲喜交集
bxld	本小利大
bxlw	本小利微
bxly	標新立異\t拔新領異
bxng	本性難改
bxnl	不懈努力
bxnu	屏息凝神
bxny	本性難移\t稟性難移\t秉性難移
bxqj	保險起見\t擺袖卻金\t避凶趨吉
bxqv	敗絮其中
bxqy	背信棄義
bxri	包羞忍恥
bxrl	鼻息如雷
bxru	不省人事
bxry	不恤人言
bxuh	筆下生花
bxsq	不徇私情
bxux	不相上下
bxvb	不屑置辯
bxvl	敗下陣來
bxvu	飽學之士
bxvv	不祥之兆
bxvy	寶相莊嚴
bxwj	冰消瓦解
bxwm	不相爲謀
bxwu	不學無術
bxww	不相聞問
bxxv	步線行針
bxyg	不屑一顧
bxyv	不幸言中\t必先與之
bxyy	比下有餘
bxvi	伯壎仲篪
bxvh	把薪助火
bxzl	幫閒鑽懶
bxzs	不肖子孫
bxvx	拔犀擢象
bybc	百依百從
bybd	褒衣博帶
bybh	不夷不惠
bybr	不依不饒
bybu	暴飲暴食\t百依百順
bybs	百衣百隨
bybx	鄙於不屑
byby	不言不語\t不陰不陽
bybv	卜夜卜晝
bycg	白雲蒼狗
bycu	便宜從事
bydh	必要的話
bydl	畢業典禮
bydq	不飲盜泉
bydu	不用多說
bydt	別有洞天
bydv	不要當真
bydx	不用擔心
bydz	八音迭奏
byef	不翼而飛
byem	八音遏密
byet	不約而同
byex	不言而信
byey	不言而喻
byez	不一而足
byfi	別有肺腸
byfq	別有風趣
byfu	不由分說
byfw	別有風味
bygf	比翼高飛\t白雲孤飛
bygj	不以規矩
bygl	不用管了
bygq	白衣公卿
byhf	必有後福
byhx	必有迴響
byji	奔逸絕塵
byjl	不宜久留
byjr	撥雲見日
byjy	必有近憂
bykq	不用客氣
bylc	不予理睬
bylh	不亦樂乎
bylq	飽以老拳
bylt	白雲藍天
bylv	比翼連枝
bylw	畢業論文
byly	撥雲撩雨
byqf	不厭其煩\t比翼齊飛
byql	不遠千里
byqu	白雲親舍\t布衣黔首
byqx	白衣卿相\t不厭其詳
byrr	不因人熱
byrv	暴雨如注\t白魚入舟
byui	北轅適楚
byuf	比翼雙飛
bysf	必有死夫
bysg	半夜三更
byuj	畢業設計
bysq	必有所求
byuu	布衣蔬食
bytd	別有天地
bytu	白衣天使
byvc	不義之財
byvj	布衣之交
byvl	必由之路\t不易之論
byvp	不予置評
byvs	鮑魚之肆
bywi	不以爲恥
bywd	布衣韋帶
bywg	褒衣危冠
bywj	不要忘記
bywl	不遠萬里
bywq	不以爲奇
bywr	不以爲然
bywu	必有我師
bywx	白玉無瑕
bywy	不以爲意
byxi	抱怨雪恥
byxg	別有心肝
byxh	閉月羞花\t敗也蕭何
byxk	白眼相看
byxu	便宜行事\t白衣秀士
byxt	百業蕭條
byyb	必有一彪
byyd	不一樣的
byyf	別有一番\t必有勇夫
byyl	不遺餘力
byyu	必有一傷\t必有一失
byyt	不疑有他
byyx	別有用心
byyz	不易一字
byvb	秉要執本
byvd	不易之典
byvf	伯玉知非
byzf	不預則廢
byzm	不言自明
byzv	不由自主
byvy	不虞之譽
bzbg	不醉不歸
bvbq	不忮不求
bzbu	笨嘴笨舌
bzbw	不早不晚
bvbx	不止不行
bzcl	不在此列
bzil	餔糟啜醨
bziu	不足齒數
bvdd	秉燭待旦\t不知丁董
bzdh	半自動化
bzdk	八字打開
bvdn	不知端倪
bzfr	婢作夫人
bzfw	不做鳳尾
bzgi	不足掛齒
bvgi	不主故常
bvgk	不知甘苦
bzhh	奔走呼號
bzhx	不在話下
bzji	璧坐璣馳
bvjj	不知紀極
bvju	不櫛進士
bzjy	不足介意
bvlh	不知利害
bzlj	憋足了勁
bzll	不自量力
bzlu	筆走龍蛇
bzmi	敗走麥城
bvmf	筆誅墨伐
bzmq	擺在面前
bzmy	不怎麼樣
bzns	抱子弄孫
bvqj	敝帚千金
bzqj	兵在其頸
bvqk	不知其可
bzqw	不在其位
bvub	寶珠市餅
bzud	不擇手段
bvuu	拔宅上昇
bvuw	不知世務
bztq	必遭天譴
bzvi	不足之處\t百足之蟲
bzvu	笨嘴拙舌
bzwg	不足爲怪
bvwg	彼衆我寡
bzwh	不足爲患
bzwj	不足爲據
bzwl	不足爲慮
bzwp	不足爲憑
bzwq	不足爲奇
bzwx	不足爲訓
bzwz	敗則爲賊
bzxg	奔走相告
bzxl	憋在心裏
bzyc	不讚一詞
bzym	不足與謀
bvyq	不值一錢
bzvf	不作濁富
bzzy	奔走鑽營
bvzy	俾晝作夜
iadu	長安道上
iald	塵埃落定
iaqj	長安棋局
ibab	赤壁鏖兵
ibal	除暴安良
ibbf	喫不飽飯
cbbj	殘兵敗將
ibbj	處變不驚
cbbl	寸步不離
cbbr	殘暴不仁\t寸步不讓
ibbx	常備不懈
cbcb	慘白慘白
ibih	齒白脣紅
cbdj	殘編斷簡
ibdl	差不多了
cbdl	詞不逮理
ibdu	成敗得失
ibds	尺布斗粟
cbdy	詞不達意\t辭不達意
ibdz	拆白道字
ibgq	喘不過氣
ibgx	長臂管轄
ibhw	春冰虎尾
ibhz	喫飽喝足
cbjf	猝不及防
ibjl	沈博絕麗\t沉博絕麗
ibkd	臭不可當
ibkw	臭不可聞
cblb	財不露白
ibld	成敗利鈍
cblj	殘編裂簡
iblr	成敗論人
ibls	脣不離腮
iblt	秤不離砣
cblv	殘杯冷炙
ibmg	喫閉門羹
ibmu	插標賣首
cbnx	寸步難行
cbny	寸步難移
cbql	寸步千里
cbrd	慘不忍睹
cbrw	慘不忍聞
cbry	慘不忍言
ibug	蟲臂鼠肝
cbuh	綵筆生花
ibuq	成百上千
cbuq	才蔽識淺
ibuv	赤膊上陣
ibtd	差不太多
cbvq	才薄智淺
cbvw	草本植物
cbwb	慈悲爲本
cbwh	慈悲爲懷
cbwl	蒼白無力
ibwq	誠不我欺
ibxf	喫不下飯
ibxg	城北徐公
ibxq	喫不下去
ibyf	稱霸一方
ibyg	穿壁引光
ibyl	臭不要臉
ibvq	沉不住氣
cbvu	材薄質衰
ibvx	蟬不知雪
ccbd	措辭不當
cibd	裁長補短
cibh	此唱彼和
iibj	愁腸百結
iibl	遲遲不來
ccbl	寸草不留
ccbq	參差不齊
cibq	層出不窮
iibq	躊躇不前\t踟躕不前
iibr	出塵不染
ccbu	寸草不生
iibs	超塵拔俗
ccbx	刺刺不休
ccby	參差不一
cibv	摧城拔寨\t採椽不斫
iicd	愁腸寸斷
cich	蹭喫蹭喝
iiih	吹脣唱吼
ccih	寸草春暉
cccl	參差錯落
iiiv	處處掣肘
ccdd	層層疊疊
iidd	抽抽搭搭
cidf	粗茶淡飯
iidl	乘車戴笠
ccdm	璀璨奪目
iidr	楚楚動人
iiem	察察而明
ccgk	匆匆過客
iigq	重重關卡
cihh	擦出火花
iihh	喫喫喝喝
iiji	馳騁疆場
icjh	趁此機會
iijh	重出江湖\t愁腸九回
cijj	草船借箭
iijj	長長久久
cijy	從長計議
icjy	重操舊業\t楚材晉用
iikl	楚楚可憐
iikn	重重困難
ickq	尺寸可取
icld	陳詞濫調
cclj	錯彩鏤金
cclu	草草了事
iilu	唱籌量沙
iiml	初出茅廬
iimm	纏纏綿綿
ccmm	匆匆忙忙
iimv	躊躇滿志
ccnd	蠶叢鳥道
iinf	插翅難飛
iing	稱臣納貢
iinn	吵吵鬧鬧
iint	插翅難逃
iipb	處處碰壁
iipw	尺椽片瓦
icqh	除殘去穢
ccrn	湊湊熱鬧
iirr	吵吵嚷嚷
ccub	草草收兵
ccui	草草收場
ciuf	殘茶剩飯
iiuq	沉沉睡去
ccuw	草草收尾
ciwj	草創未就
iiwm	察察爲明
iiws	持籌握算
iiww	顫顫巍巍
icxc	出此下策
iixd	赤誠相待
iixy	脣齒相依\t陳陳相因
iixv	超超玄著
iiyd	蠢蠢欲動\t喫穿用度
ccyd	蒼翠欲滴
ccyh	從此以後
ciyk	從長遠看
icyl	喫錯藥了
icyw	長此以往
iiyy	綽綽有餘
iivb	脣齒之邦
icvd	尺寸之地
iivf	撐腸拄腹
icvg	尺寸之功
ccvj	倉卒之際
ccvr	倉卒主人
icvw	除此之外
iivx	喫穿住行
iivv	扯扯拽拽
cdbg	操刀必割
idbx	拆東補西
idci	尺短寸長
cdit	寸地尺天
iddg	稱德度功
iddu	抽刀斷水
cddx	從大到小
idfl	吹大法螺
idfv	重蹈覆轍
idht	愴地呼天
cdjb	才德兼備\t材德兼備
idjh	闖蕩江湖
cdjh	刺刀見紅
idjx	唱獨角戲
cdjy	慘淡經營\t慘澹經營
cdlj	財殫力竭\t財殫力盡
cdlp	財殫力痡
cdly	殘冬臘月
idmf	車殆馬煩
cdnj	竄端匿跡
cdny	材大難用\t才大難用
cdqc	財大氣粗\t才短氣粗
idql	赤地千里
cdrh	才大如海
iduc	惙怛傷悴
cdug	纔多識寡
cduj	操刀傷錦
iduu	稱得上是
cdss	才短思澀
cduu	辭多受少
iduy	傳道授業\t傳道受業
idtr	重睹天日
idtx	唱對臺戲
cdwj	次貸危機
idwx	嘗膽臥薪
cdwy	此地無銀
idyi	愁多夜長
idyl	嘗鼎一臠
idys	蠢得要死
cdyx	詞鈍意虛
cdvj	操刀制錦
idvq	沉得住氣
idvu	超度衆生
idzt	遲到早退
idvx	赤膽忠心
cdvx	惻怛之心
iebi	舛訛百出
iebh	倡而不和
cebl	存而不論
iebw	充耳不聞
ieby	嫦娥奔月
iedn	痴兒呆女
iefe	出爾反爾
iequ	懲惡勸善
cerb	從惡如崩
ceub	從惡是崩
iesd	查爾斯頓
iewj	除惡務盡
ieyu	懲惡揚善
cfbq	此伏彼起
ifbs	茶飯不思
ifbu	垂範百世
cfci	草腹菜腸
cfcf	採葑採菲
ifiu	超凡出世
ifdy	春風得意
cffk	操斧伐柯
iffm	春風拂面
iffr	初發芙蓉\t春風風人
iffy	沉浮俯仰
ifgi	蟬腹龜腸
ifhq	春風和氣
ifhy	春風化雨
cfjp	辭富居貧
ifju	重複建設
ifjy	長髮及腰
iflb	車匪路霸
cfle	藏鋒斂鍔
cflr	藏鋒斂銳
cfls	餐風露宿
cflt	粗服亂頭
cfly	藏鋒斂穎
ifmm	春風滿面
cfmy	餐風沐雨
ifnm	腸肥腦滿
cfnx	餐風齧雪
ifny	嘲風弄月
ifpl	乘風破浪\t長風破浪
ifpp	長髮飄飄
cfqh	慚鳧企鶴
ifql	喫飯去了\t尺幅千里
ifrh	穿房入戶
ifru	超凡入聖\t出凡入勝
cfrx	餐風茹雪
cfsc	餐風宿草
cfsl	餐風宿露
ifum	充分說明
cfsu	餐風宿水
cfsx	驂風駟霞
cfsy	彩鳳隨鴉\t採鳳隨鴉\t餐風宿雨
cfsz	村夫俗子
iftg	塵飯塗羹
cfws	採風問俗
ifwx	茶飯無心
ifxy	春風夏雨
ifxv	衝鋒陷陣
cfxv	摧鋒陷陣
ifyd	春風一度
ifyf	乘風揚帆
cfyj	躥房越脊
cfyl	餐風飲露\t村夫野老\t餐風咽露
cfym	藏富於民
ifyq	乘肥衣輕
ifyu	春風沂水
ifyy	嘲風詠月
ifzq	衝鋒在前
ifvy	懲忿窒欲
cgbd	才高八斗
igbk	塵垢秕糠
cgby	蒼狗白衣\t蒼狗白雲
igid	楚弓楚得
igij	懲羹吹齏
cgdb	殘圭斷璧
cgdd	從高到低
igdg	稱孤道寡
cgdj	從古到今
igdj	重規迭矩
igdk	長歌當哭
cgdu	刺股讀書
cgey	才貫二酉
igev	垂拱而治
igfr	成果斐然
cgfu	才廣妨身
igkz	脣乾口燥
igli	出乖露醜
cglf	殘羹冷飯
iglh	車軲轆話
iglk	蓴羹鱸膾
iglu	處高臨深
cglv	殘羹冷炙
iglx	陳規陋習\t春光漏泄
igmj	喫幹抹淨
igmm	春光明媚
cgnw	藏垢納污
cgpg	藏弓烹狗
cgqb	才高七步
igql	楚棺秦樓
cgqq	才高氣清
igqq	出谷遷喬
cgqs	才過屈宋
cgrh	操觚染翰
cgrn	湊個熱鬧
cgru	操戈入室
cguf	殘羹剩飯\t殘膏剩馥
cguy	才高識遠
cgtu	操戈同室
cgvj	從古至今
cgwr	摧剛爲柔
cgww	菜過五味
cgxh	才高行厚
cgxj	才高行潔
cgxl	刺股懸梁
igxw	晨光熹微
cgyg	才高意廣
cgyh	挫骨揚灰
igyh	重歸於好
cgyj	才高運蹇
igyn	春光旖旎
igvg	蟾宮折桂
igzr	沉痼自若
cgvu	材高知深
igvv	常規戰爭
chbl	殘花敗柳
ihbl	釵橫鬢亂
ihib	脣紅齒白
ihcc	春暉寸草
ihik	誠惶誠恐
chit	倉皇出逃
chiv	才華出衆\t才華超衆\t操翰成章
chdc	裁紅點翠
chdd	採花大盜
ihdd	春回大地
ihdj	趁火打劫\t出何典記
ihdu	攙行奪市
ihdx	晨昏定省
chel	從何而來
chfb	醋海翻波
chff	蒼黃翻覆\t蒼黃翻覆\t蒼黃反覆
ihfy	揣合逢迎
ihgl	柴毀骨立
chgr	聰慧過人
chgu	才華蓋世
ihhb	萇弘化碧
chhl	滄海橫流
chhy	才華橫溢
ihjl	橙黃橘綠
ihjm	春和景明
chjx	厝火積薪
ihlp	巢毀卵破
ihlq	春寒料峭
ihml	惝恍迷離
chmm	此恨綿綿
ihmx	柴毀滅性
chnf	錯恨難返
chpd	慈航普度
ihqh	瞠乎其後
chqr	存乎其人
ihqu	尺蠖求伸\t春華秋實
ihqy	春花秋月
chuc	倉皇失措
ihsn	豺虎肆虐
chuq	從何說起
ihuu	城狐社鼠
chst	滄海桑田
ihtn	衝昏頭腦
chwc	倉皇無措
ihxx	承歡膝下
chyl	滄海一鱗
chys	滄海一粟
chyv	滄海遺珠
chyx	存乎一心
ihyx	持衡擁璇
chzj	此話怎講
chvl	粲花之論
ihvl	吹灰之力
ihvx	豺狐之心
cjba	踧踖不安
ijbb	處驚不變
ijbf	觸機便發
ijbg	抽筋拔骨
cjbj	殘軍敗將
ijbq	纏夾不清
ijbx	除舊佈新
ijby	喫驚不已
ijcf	出嫁從夫\t乘堅策肥
cjch	曾經滄海
cjit	寸進尺退
ijiw	成己成物
ijix	初見成效
ijdg	超級大國
ijdn	初見端倪
ijdr	穿井得人
ijdy	穿金戴銀
cjeg	擦肩而過
cjff	采及葑菲
ijfr	成績斐然\t醇酒婦人
ijgb	除奸革弊
ijgm	初具規模
ijgx	穿街過巷\t除舊更新
ijgy	沉靜寡言
ijhh	楚界漢河
cjhu	曾幾何時
cjjr	從井救人
ijkl	春節快樂
ijku	鶉居鷇食
ijkt	喫盡苦頭
ijlg	戳脊梁骨
cjlj	財竭力盡
ijly	成家立業\t吹角連營
ijlv	掣襟露肘
ijnh	長頸鳥喙
ijpl	船堅炮利
ijqb	釵荊裙布
cjqh	草間求活
ijql	乘堅驅良
cjrh	慘絕人寰
cjrl	從諫如流
ijrl	澄江如練
cjrm	草菅人命\t草芥人命
ijrq	出簡讓全
ijrx	出將入相
ijsb	傳經送寶
ijub	脣焦舌敝
ijud	差距甚大
ijsh	成吉思汗
ijuq	觸景生情
ijsx	長江三峽
cjtq	從今天起
ijtq	長江天塹
ijtr	重見天日
ijtu	創鉅痛深
cjwh	從今往後
ijws	出家爲僧
cjww	才兼文武
ijxi	巢居穴處
cjxk	蠶績蟹匡
ijxu	鏟跡銷聲
cjxv	摧堅陷陣
cjyh	從今以後
ijyu	猖獗一時
ijyw	稱家有無
ijyx	除舊迎新
cjyx	辭舊迎新
ijyy	察見淵魚
cjvd	材劇志大
ijvg	察今知古
ijvj	長久之計\t杵臼之交
ijvl	秤斤注兩
ijvn	踔絕之能
ijvr	察己知人
ijzx	穿街走巷
cjzy	促進作用
ijvy	炊金饌玉
cjzz	倉頡造字
ijvv	沉肩墜肘
ckbd	才誇八斗
ckck	參考參考
ikiv	出口成章
ikdh	插科打諢
ikdu	赤口毒舌
ikei	衝口而出
ckfl	從寬發落
ikgj	沉痾痼疾
ikjm	吹糠見米
ckli	財匱力絀
cklx	摧枯拉朽
ikmj	初窺門徑
iknl	喫苦耐勞
iknq	沉痾難起
ikqf	春困秋乏
ikre	出口入耳
iksj	沉痾宿疾
ikuj	讒口鑠金
ikur	出口傷人
ikxf	敞開心扉
ikyc	喫糠咽菜
ckvf	摧枯折腐
ilbc	出類拔萃
clbi	錯漏百出
clbd	寸利必得
ilbe	柴立不阿
clbh	從來不會
ilbq	查漏補缺
clbq	錯落不齊
clbt	此路不通
ilbx	川流不息
clby	從來不用
ilch	持蠡測海
clih	慘綠愁紅
clcl	錯了錯了
clcm	蹙了蹙眉
clcq	猜來猜去
ilix	豺狼成性
ildd	豺狼當道
ildk	喫了大虧
ildl	豺狼當路
cldm	燦爛奪目
ildn	初露端倪
ildt	豺狼當塗
cldv	層巒疊嶂
ildv	重巒疊嶂
ilew	醜類惡物
ilfc	長林豐草
ilff	踔厲奮發\t踔厲風發
ilfg	沉李浮瓜
ilfj	常鱗凡介
ilfm	初露鋒芒
ilfn	出離憤怒
clfz	叢林法則
ilgf	喫了個飯
ilgh	長慮顧後
ilhb	豺狼虎豹
ilhd	豺狼橫道
clhh	燦爛輝煌
ilhy	崇論閎議
iljl	陳力就列
cljr	層林盡染
clju	草率將事
iljx	乘龍佳婿
ilkf	乘鸞跨鳳
ilkq	出了口氣
clku	從零開始
ilkx	乘龍快婿
cllr	滄浪老人
ilmd	出了名的
clmy	從來沒有
clnh	慘綠年華
ilpt	觸類旁通\t成龍配套
ilpw	喫裏扒外\t喫裏爬外
ilqj	春蘭秋菊
ilqu	春露秋霜
ilqz	喫了槍子
clrl	從令如流
clsg	草廬三顧
clun	慘綠少年
ilti	吹拉彈唱
iltj	初露頭角
iltv	垂簾聽政
clwh	藏龍臥虎
ilwy	長樂未央
clxh	財力雄厚
ilyc	樗櫟庸材
clyh	驂鸞馭鶴
ilyj	喫了一驚\t持祿養交
clyv	錯落有致
ilyx	豺狼野心
clvi	寸量銖稱
ilvd	初來乍到
ilvj	充類至盡
ilvm	車笠之盟
ilvq	充閭之慶
ilvs	蓴鱸之思
clzu	采蘭贈芍
ilvw	豺狼之吻
clzy	採蘭贈藥
clvy	摧蘭折玉
imbl	出毛病了
imbq	長眠不起
imbs	長命百歲
imby	沉默不語
imbv	愁眉不展
cmce	攢眉蹙額
imig	喫沒喫過
cmcl	寸木岑樓
cmcm	參謀參謀
imim	炒買炒賣
imir	纏綿牀褥
cmcv	聰明才智
cmeu	側目而視
imfc	纏綿悱惻
imfe	長目飛耳
imfg	長命富貴
imfq	柴米夫妻
cmfx	草靡風行
cmfy	策馬飛輿
cmgr	聰明過人
imgy	沉默寡言
imgv	承蒙關照
imhc	出謀劃策\t出謀畫策
cmhl	殘民害理
imhw	鴟目虎吻
cmhw	殘民害物
cmjb	草木皆兵
cmjd	聰明絕頂
cmjg	從沒見過
imjj	窗明几淨
cmjl	策名就列
cmjq	才貌兼全\t才貌俱全
imjs	沉湎酒色
imju	瞠目結舌\t觸目皆是
imjt	重門擊柝
imjx	觸目驚心\t怵目驚心
cmjx	草木俱朽
imkl	愁眉苦臉
imld	車馬勞頓
cmll	聰明伶俐
cmlq	才貌兩全
imlr	吹毛利刃
imlx	程門立雪
imly	愁眉淚眼
cmly	草滿囹圄
imqc	吹毛求疵
imqi	瞋目切齒
imqu	垂名青史
imrg	觸目如故
imru	臣門如市
cmru	操矛入室
imuh	城門失火
imuj	沉默是金
